0.0,724
0.001,709
0.002,748
0.003,735
0.004,717
0.005,718
0.006,717
0.007,713
0.008,708
0.009,741
0.01,732
0.011,718
0.012,720
0.013,718
0.014,711
0.015,721
0.016,743
0.017,731
0.018,716
0.019,723
0.02,720
0.021,713
0.022,727
0.023,742
0.024,732
0.025,720
0.026,723
0.027,717
0.028,705
0.029,720
0.03,739
0.031,724
0.032,708
0.033,716
0.034,715
0.035,704
0.036,729
0.037,734
0.038,717
0.039,727
0.04,734
0.041,743
0.042,724
0.043,755
0.044,748
0.045,723
0.046,743
0.047,744
0.048,727
0.049,740
0.05,756
0.051,740
0.052,731
0.053,742
0.054,737
0.055,726
0.056,751
0.057,764
0.058,755
0.059,758
0.06,774
0.061,774
0.062,760
0.063,800
0.064,790
0.065,772
0.066,790
0.067,781
0.068,767
0.069,775
0.07,802
0.071,788
0.072,769
0.073,783
0.074,777
0.075,769
0.076,781
0.077,810
0.078,784
0.079,765
0.08,795
0.081,773
0.082,755
0.083,799
0.084,785
0.085,770
0.086,800
0.087,792
0.088,783
0.089,803
0.09,823
0.091,812
0.092,805
0.093,831
0.094,816
0.095,798
0.096,845
0.097,859
0.098,840
0.099,836
0.1,852
0.101,837
0.102,819
0.103,865
0.104,869
0.105,847
0.106,865
0.107,864
0.108,845
0.109,846
0.11,884
0.111,873
0.112,856
0.113,870
0.114,872
0.115,850
0.116,882
0.117,896
0.118,904
0.119,897
0.12,937
0.121,926
0.122,901
0.123,930
0.124,928
0.125,914
0.126,948
0.127,938
0.128,910
0.129,906
0.13,927
0.131,914
0.132,882
0.133,885
0.134,879
0.135,865
0.136,864
0.137,876
0.138,866
0.139,839
0.14,854
0.141,858
0.142,827
0.143,860
0.144,864
0.145,859
0.146,868
0.147,895
0.148,912
0.149,896
0.15,916
0.151,921
0.152,901
0.153,927
0.154,917
0.155,891
0.156,944
0.157,971
0.158,951
0.159,949
0.16,975
0.161,947
0.162,925
0.163,962
0.164,945
0.165,936
0.166,940
0.167,952
0.168,917
0.169,916
0.17,932
0.171,912
0.172,890
0.173,907
0.174,893
0.175,869
0.176,885
0.177,897
0.178,897
0.179,881
0.18,913
0.181,906
0.182,875
0.183,914
0.184,915
0.185,910
0.186,925
0.187,933
0.188,927
0.189,905
0.19,930
0.191,912
0.192,896
0.193,921
0.194,926
0.195,899
0.196,895
0.197,923
0.198,910
0.199,886
0.2,893
0.201,884
0.202,857
0.203,874
0.204,897
0.205,889
0.206,858
0.207,862
0.208,848
0.209,830
0.21,836
0.211,861
0.212,884
0.213,916
0.214,952
0.215,976
0.216,991
0.217,1018
0.218,1052
0.219,1042
0.22,1023
0.221,1025
0.222,1005
0.223,1021
0.224,1049
0.225,1047
0.226,1042
0.227,1052
0.228,1069
0.229,1041
0.23,1074
0.231,1087
0.232,1052
0.233,1031
0.234,1041
0.235,1018
0.236,1007
0.237,1039
0.238,1056
0.239,1036
0.24,1030
0.241,1018
0.242,996
0.243,997
0.244,1024
0.245,1012
0.246,989
0.247,990
0.248,975
0.249,965
0.25,976
0.251,1008
0.252,1004
0.253,1050
0.254,1071
0.255,1071
0.256,1072
0.257,1099
0.258,1104
0.259,1105
0.26,1104
0.261,1100
0.262,1106
0.263,1175
0.264,1223
0.265,1195
0.266,1232
0.267,1300
0.268,1297
0.269,1266
0.27,1327
0.271,1316
0.272,1343
0.273,1318
0.274,1315
0.275,1307
0.276,1279
0.277,1297
0.278,1324
0.279,1327
0.28,1314
0.281,1298
0.282,1307
0.283,1289
0.284,1300
0.285,1286
0.286,1282
0.287,1284
0.288,1255
0.289,1219
0.29,1232
0.291,1237
0.292,1247
0.293,1222
0.294,1231
0.295,1218
0.296,1200
0.297,1218
0.298,1211
0.299,1188
0.3,1192
0.301,1157
0.302,1141
0.303,1190
0.304,1183
0.305,1152
0.306,1152
0.307,1142
0.308,1164
0.309,1105
0.31,1143
0.311,1093
0.312,1080
0.313,1086
0.314,1086
