0.0,630
0.001,639
0.002,642
0.003,652
0.004,672
0.005,663
0.006,642
0.007,635
0.008,633
0.009,634
0.01,634
0.011,665
0.012,651
0.013,632
0.014,627
0.015,627
0.016,625
0.017,630
0.018,657
0.019,639
0.02,617
0.021,617
0.022,620
0.023,621
0.024,650
0.025,673
0.026,638
0.027,618
0.028,624
0.029,626
0.03,631
0.031,650
0.032,661
0.033,638
0.034,626
0.035,639
0.036,652
0.037,640
0.038,693
0.039,682
0.04,663
0.041,659
0.042,702
0.043,698
0.044,704
0.045,724
0.046,708
0.047,688
0.048,696
0.049,727
0.05,722
0.051,735
0.052,768
0.053,729
0.054,711
0.055,732
0.056,731
0.057,723
0.058,780
0.059,784
0.06,771
0.061,757
0.062,788
0.063,776
0.064,767
0.065,844
0.066,838
0.067,816
0.068,825
0.069,847
0.07,833
0.071,842
0.072,894
0.073,861
0.074,845
0.075,857
0.076,860
0.077,847
0.078,865
0.079,869
0.08,847
0.081,831
0.082,848
0.083,869
0.084,849
0.085,879
0.086,867
0.087,847
0.088,833
0.089,859
0.09,840
0.091,820
0.092,880
0.093,853
0.094,837
0.095,831
0.096,846
0.097,825
0.098,820
0.099,869
0.1,879
0.101,867
0.102,868
0.103,866
0.104,848
0.105,887
0.106,897
0.107,887
0.108,880
0.109,910
0.11,889
0.111,879
0.112,918
0.113,922
0.114,917
0.115,891
0.116,923
0.117,895
0.118,891
0.119,912
0.12,890
0.121,871
0.122,886
0.123,888
0.124,850
0.125,880
0.126,885
0.127,869
0.128,868
0.129,895
0.13,882
0.131,879
0.132,922
0.133,915
0.134,893
0.135,899
0.136,904
0.137,878
0.138,928
0.139,934
0.14,914
0.141,891
0.142,908
0.143,899
0.144,882
0.145,924
0.146,897
0.147,880
0.148,870
0.149,879
0.15,861
0.151,866
0.152,880
0.153,861
0.154,837
0.155,852
0.156,852
0.157,839
0.158,878
0.159,896
0.16,872
0.161,853
0.162,874
0.163,871
0.164,875
0.165,942
0.166,928
0.167,900
0.168,911
0.169,927
0.17,907
0.171,963
0.172,983
0.173,951
0.174,937
0.175,943
0.176,931
0.177,918
0.178,953
0.179,932
0.18,909
0.181,900
0.182,909
0.183,901
0.184,928
0.185,928
0.186,894
0.187,880
0.188,904
0.189,890
0.19,885
0.191,944
0.192,938
0.193,914
0.194,898
0.195,912
0.196,902
0.197,900
0.198,944
0.199,939
0.2,914
0.201,907
0.202,914
0.203,922
0.204,944
0.205,979
0.206,954
0.207,930
0.208,939
0.209,949
0.21,937
0.211,972
0.212,968
0.213,940
0.214,944
0.215,941
0.216,946
0.217,944
0.218,952
0.219,917
0.22,890
0.221,908
0.222,916
0.223,927
0.224,942
0.225,956
0.226,939
0.227,935
0.228,952
0.229,944
0.23,931
0.231,996
0.232,985
0.233,964
0.234,952
0.235,959
0.236,952
0.237,985
0.238,1023
0.239,996
0.24,974
0.241,971
0.242,968
0.243,964
0.244,1020
0.245,999
0.246,968
0.247,951
0.248,965
0.249,955
0.25,974
0.251,1008
0.252,1008
0.253,971
0.254,954
0.255,962
0.256,968
0.257,1015
0.258,1040
0.259,1006
0.26,986
0.261,1007
0.262,997
0.263,992
0.264,1061
0.265,1088
0.266,1032
0.267,1017
0.268,1037
0.269,1035
0.27,1041
0.271,1135
0.272,1089
0.273,1062
0.274,1080
0.275,1075
0.276,1062
0.277,1102
0.278,1083
0.279,1062
0.28,1035
0.281,1038
0.282,1027
0.283,1025
0.284,1072
0.285,1039
0.286,1021
0.287,1011
0.288,1008
0.289,1022
0.29,1063
0.291,1074
0.292,1055
0.293,1027
0.294,1033
0.295,1029
0.296,1026
0.297,1097
0.298,1103
0.299,1084
0.3,1067
0.301,1090
0.302,1067
0.303,1059
0.304,1144
0.305,1126
0.306,1117
0.307,1096
