0.0,948
0.001,947
0.002,958
0.003,954
0.004,944
0.005,946
0.006,945
0.007,979
0.008,993
0.009,993
0.01,983
0.011,986
0.012,970
0.013,980
0.014,984
0.015,991
0.016,984
0.017,963
0.018,964
0.019,947
0.02,975
0.021,993
0.022,999
0.023,988
0.024,978
0.025,970
0.026,963
0.027,969
0.028,974
0.029,970
0.03,936
0.031,925
0.032,944
0.033,960
0.034,958
0.035,947
0.036,935
0.037,929
0.038,942
0.039,937
0.04,928
0.041,916
0.042,934
0.043,964
0.044,941
0.045,929
0.046,918
0.047,943
0.048,931
0.049,921
0.05,912
0.051,927
0.052,937
0.053,963
0.054,963
0.055,943
0.056,935
0.057,952
0.058,984
0.059,983
0.06,958
0.061,965
0.062,993
0.063,1024
0.064,1017
0.065,1005
0.066,997
0.067,1062
0.068,1156
0.069,1145
0.07,1130
0.071,1115
0.072,1160
0.073,1261
0.074,1268
0.075,1249
0.076,1239
0.077,1279
0.078,1317
0.079,1287
0.08,1259
0.081,1280
0.082,1361
0.083,1488
0.084,1443
0.085,1426
0.086,1421
0.087,1491
0.088,1535
0.089,1491
0.09,1475
0.091,1508
0.092,1546
0.093,1528
0.094,1529
0.095,1495
0.096,1494
0.097,1514
0.098,1510
0.099,1467
0.1,1474
0.101,1484
0.102,1512
0.103,1502
0.104,1457
0.105,1465
0.106,1598
0.107,1584
0.108,1560
0.109,1556
0.11,1572
0.111,1597
0.112,1530
0.113,1510
0.114,1549
0.115,1560
0.116,1534
0.117,1540
0.118,1539
0.119,1544
0.12,1520
0.121,1499
0.122,1497
0.123,1544
0.124,1512
0.125,1504
0.126,1573
0.127,1583
0.128,1567
0.129,1533
0.13,1565
0.131,1544
0.132,1508
0.133,1556
0.134,1603
0.135,1575
0.136,1562
0.137,1562
0.138,1602
0.139,1567
0.14,1544
0.141,1581
0.142,1612
0.143,1589
0.144,1563
0.145,1544
0.146,1616
0.147,1624
0.148,1593
0.149,1631
0.15,1606
0.151,1646
0.152,1623
0.153,1644
0.154,1602
0.155,1658
0.156,1657
0.157,1629
0.158,1606
0.159,1617
0.16,1634
0.161,1646
0.162,1620
0.163,1604
0.164,1583
0.165,1602
0.166,1600
0.167,1584
0.168,1552
0.169,1568
0.17,1616
0.171,1612
0.172,1592
0.173,1573
0.174,1586
0.175,1726
0.176,1741
0.177,1703
0.178,1683
0.179,1704
0.18,1753
0.181,1763
0.182,1719
0.183,1690
0.184,1704
0.185,1720
0.186,1696
0.187,1674
0.188,1651
0.189,1660
0.19,1695
0.191,1656
0.192,1648
0.193,1629
0.194,1755
0.195,1740
0.196,1704
0.197,1724
0.198,1708
0.199,1674
0.2,1643
0.201,1631
0.202,1668
0.203,1616
0.204,1592
0.205,1607
0.206,1618
0.207,1610
0.208,1578
0.209,1545
0.21,1541
0.211,1547
0.212,1516
0.213,1491
0.214,1480
0.215,1497
0.216,1492
0.217,1466
0.218,1456
0.219,1449
0.22,1456
0.221,1451
0.222,1414
0.223,1412
0.224,1443
0.225,1409
0.226,1386
0.227,1377
0.228,1396
0.229,1366
0.23,1343
0.231,1344
0.232,1354
0.233,1354
0.234,1342
0.235,1330
0.236,1364
0.237,1392
0.238,1367
0.239,1357
0.24,1390
0.241,1405
0.242,1399
0.243,1400
0.244,1428
0.245,1452
0.246,1441
0.247,1432
0.248,1500
0.249,1527
0.25,1520
0.251,1510
0.252,1568
0.253,1607
0.254,1647
0.255,1610
0.256,1602
0.257,1679
0.258,1662
0.259,1665
0.26,1724
0.261,1770
0.262,1784
0.263,1770
0.264,1856
0.265,1894
0.266,1900
0.267,1996
0.268,2133
0.269,2108
0.27,2111
0.271,2164
0.272,2192
0.273,2210
0.274,2199
0.275,2337
0.276,2375
0.277,2368
0.278,2385
