0.0,962
0.01,952
0.02,943
0.03,941
0.04,954
0.05,1048
0.06,1246
0.07,1261
0.08,1188
0.09,1191
0.1,1218
0.11,1203
0.12,1206
0.13,1203
0.14,1243
0.15,1304
0.16,1355
0.17,1337
0.18,1346
0.19,1337
0.2,1365
0.21,1349
0.22,1342
0.23,1310
0.24,1311
0.25,1365
0.26,1303
0.27,1245
0.28,1202
0.29,1216
0.3,1284
0.31,1279
0.32,1320
0.33,1319
0.34,1356
0.35,1412
0.36,1424
0.37,1476
0.38,1620
0.39,1693
0.4,1696
0.41,1696
0.42,1596
0.43,1597
0.44,1599
0.45,1611
0.46,1634
0.47,1796
0.48,1798
0.49,1904
0.5,1838
0.51,1800
0.52,1758
0.53,1751
0.54,1737
0.55,1776
0.56,1622
0.57,1643
0.58,1599
0.59,1518
0.6,1466
0.61,1392
0.62,1392
0.63,1436
0.64,1378
0.65,1316
0.66,1238
0.67,1246
0.68,1293
0.69,1272
0.7,1277
0.71,1258
0.72,1235
0.73,1205
0.74,1185
0.75,1190
0.76,1268
0.77,1285
0.78,1283
0.79,1230
0.8,1254
0.81,1307
0.82,1327
0.83,1293
0.84,1278
0.85,1314
0.86,1329
0.87,1263
0.88,1241
0.89,1212
0.9,1175
0.91,1162
0.92,1168
0.93,1180
0.94,1219
0.95,1234
0.96,1235
0.97,1216
0.98,1230
0.99,1287
